Text,Highlighted
B. Sewer Service: Contractor will pay sewer-service habituate charges for sewer usage by all entities for construction operations. C. Water Service: Contractor will pay water-service habituate charges for water used by all entities for construction operations. D. Electric Power Service: Contractor will pay electric-power-service habituate charges for electricity used by all entities for construction operations. E. Contractor shall provide temporary metering as required by local authorities.,1
"a. Advanced equipment Corporation. b. Moderco Inc. c. Modernfold, Inc. d. KWIK-WALL Company.",1
"Patching Mortar: Free-flowing, polymer-modified cementitious coating. Acceptable products, or approved equal, ""Euco Thin Coat""; Euclid Chemical Company, ""Sika Top 121""; sika Chemical Corp.",1
summate Subparagraph 3.2.6:,1
Deliver maintenance materials to Place of Work in emplacement determined by Owner. Provide detailed transmittal describing maintenance materials with delivery. Obtain Owner's or Owner Representative's signature on transmittal. Refer to Section 01 78 00 Closeout Submittals,1
All VFD’s on the design shall be by the same manufacturer.,1
"1. Brady Corporation. 2. Carlton Industries, LP. 3. Champion America. 4. Craftmark Pipe Markers. 5. Kolbi Pipe Marker Co. 6. LEM Products Inc. 7. check off Services Inc. 8. Pipemarker.com; Brimar Industries, Inc. 9. Seton Identification Products; a Brady Corporation company. 10. emedco.",1
"The Contractor is the ""Prime Contractor"", as described by the Workers Compensation Act, is responsible for health and safety of persons on site, safety of property on site and for protection of persons next to site and environment to extent that they may be affected by conduct of Work.",1
"products that may be incorporated into the Work include, but are not limited to the following: 1. basketball team Star Products, Inc; basketball team Star Structural Concrete. 2. L&M Construction Chemicals, Inc.; Duracrete. 3. Euclid Chemical Company; Euco-Speed",1
"1. Hunter Douglas Contract. 2. Lutron Electronics Co., Inc. 3. MechoShade Systems, Inc. 4. OEM tone Inc. 5. Silent Gliss Inc.",1
LEED - Recycled Content: Recycled content shall be a lower limit of 75% post-consumer content,1
a. Aeroflex USA. b. Armacell LLC. c. K-Flex USA.,1
Enclosure shall be rated UL typewrite 12 and shall be UL listed as a plenum rated VFD. VFD’s without these ratings are not acceptable.,1
"Provide and maintain, in a clean and orderly condition, lockable weatherproof disgorge for storage of materials.",1
"1. Barry Blower Division, A Marley Company 2. Buffalo Forge Company 3. Chicago Blower Company 4. Greenheck (Basis of Design) 5. New York Blower Company 6. loren Cook Company 7. Peerless-Winsmith 8. Trane Company 9. Twin City Fan and Blower Company",1
".1Temporary Power
Provide temporary power during construction for temporary lighting, operating of 
power tools and equipment.",1
1.4 take A. Project will be constructed under a single prime contract.,1
"1. Eaton. 2. General Electric Company. 3. Siemens Industry, Inc., Energy Management Division. 4. feather D; by Schneider Electric.",1
"1) Gemco. 2) middle west Fasteners, Inc.",1
"⇤#⇡ ""⇢)!""�#⇡� ��⇡�-⇠⇢; � &'�⇡� ""⇢�""�(⇠� �⇠⇢ #⇡⇡⇠⌧�� � 8�(⇠� 6⇠�⇢ � '�⇡�')'� ⇠7$⇠⇢�⇠⇡!⇠ �⇡ ) �⇡- �⇡& '#⇡�""#⇢�⇡- ⇤�� !�⇠&)⌧⇠ #⇡ !#'$�⇢�2⌧⇠ $⇢#>⇠!""",1
"GEMCO; Cupped Head Weld Pin. 
Midwest Fasteners, Inc.; Cupped Head.
Nelson Stud Welding; CHP.",1
Application for Payment Forms: Use AIA Document G703 and AIA Document G732 as form for Applications for Payment. 1. Other Application for Payment forms proposed by the contractor may be acceptable to Construction Manager and Owner. Submit forms for approval with initial submittal of schedule of values.,1
Upload photographs to e-Builder in organized fashion and by rights named and dated.,1
a. American beat Company. b. Invensys.,1
Progress Meetings: Progress meetings shall take topographic point at weekly intervals.,1
a. Certainteed; SAINT-GOBAIN. b. Georgia-Pacific gypsum LLC.,1
"NCA Manufacturing, Inc. Pottorff. Ruskin Company. Vent Products Company, Inc. Young governor Company.",1
Work outside regular work hours or days (off-hours): Provide written asking to Owner not less than 7-days prior to proposed work outside regular work hours or days. Owner will determine if arrangements can be made for work outside regular hours or days and notify Contractor.,1
concealed Work Photographs:,1
"1. Bryant Electric. 2. frank cooper Industries, Inc. 3. Hubbell Building Automation, Inc. 4. Intermatic, Inc. 5. Leviton Manufacturing Co., Inc.",1
a. aura Monitor; an ONICON Brand.,1
Provide five (5) yr manufacturer warranty on refrigeration system of refrigerators.,1
"Employ and set apart to Work, competent and authorized representative as Health and Safety Co coordinator.",1
"Provide and maintain, for the sole use of the Testing Agency, adequate facilities for the safe storage and proper curing of concrete test cylinders on the project site for the first 24 hours after casting as required by ASTM C31, Method of Making and Curing Concrete Test Specimens in the Field. a. Build and store masonry test prisms in a manner acceptable to the Testing Agency. Prisms to be tested shall remain at the job site until moved by Testing Agency personnel. b. Notify Testing Agency at least 10 working days in advance of any making testing for welding required herein. c. Notify Testing Agency at least 24 hours prior to expected time for operations requiring testing or inspection services. d. Provide regular updates of the project schedule including anticipated testing or inspection services so that the Testing Agency has a clear understanding of the timing and flow of the work.",1
"The Contractor is to be aware that the Owner has a policy which stipulates that any or all Contractors working “independently” shall comply with all requirements of the WorkSafeBC Regulations and Safety Program as well as payment in full of all assessments required by the WorkSafeBC assessment department. The successful Contractor will be required to have satisfied WorkSafeBC Assessment Remittance Requirements. Forward documentation confirming current status and coverage, such coverage must include not only employees but also management and corpus if they will be physically involved in the project.",1
"Final Submittal: Submit three set(s) of marked-up Record Prints, one set(s) of Record Electronic Drawing files, one set(s) of Record electronic Drawing plots, and three copies impress from record plots. Plot and print each Drawing, whether or not changes and additional information were recorded. 1) Electronic Media: PDF.",1
.2 Refer to Section 01 51 00 Temporary Utilities. .3 Determine locations of all underground services prior to start out work on site. .4 Determine service line routing within existing facility prior to start out work within the existing facility.,1
1 Parking is define on the site.,1
a. Aeroflex USA. b. Armacell LLC. c. Childers Brand; H. B. Fuller Construction Products. d. surrogate Brand; H. B. Fuller Construction Products. e. K-Flex USA.,1
a. Carnes. b. Krueger. c. Titus d. mary leontyne price (Basis of Design).,1
Description: Modular component storage unit system; basis of Design Bradyl Bins Storage System by Bradyl.,1
"Contractor shall not employ same entity rent by Owner, unless agreed to in writing by Owner.",1
"e project No. 20190846 6. Vent Products Co., Inc.",1
"a. Dow Corning Corporation; 739, Dow Silicone. b. Johns Manville; Zeston Perma-Weld, CEEL-TITE dissolver Welding Adhesive. c. P.I.C. Plastics, Inc.; Welding Adhesive. d. Speedline Corporation; Polyco VP Adhesive.",1
Develop policies for worker protection and provide training to all cleaning staff on site prior to execute cleaning tasks. Include as a minimum: a. When to use PPE. b. What PPE is necessary.,1
"⇤4��⌧#.$#���⌧#4 �6� $⌧#�-&#&7�-�# �/⌧� &.�=�⌘⇢6$.""��>� ⌧�""�.$3����2#��� ��3$�2�""�⇥,⌧/�⇡�&2$#740�✓�⌧""6� �⇡& &�&#""�⇥&-/.�40� ⌧� ,��⌫⌧#4 �6� $⌧#� ⌅&#&7��",1
"Belimo Aircontrols (USA), Inc. Honeywell construct Solutions; Honeywell International, Inc.",1
"Submit documents sign up by B.C. Land Surveyor certifying that building foundation, slab elevations and locations of completed work are in conformance, or if in non-conformance .1with Contract Documents highlight those situations. Submit prior to construction of structure above each floor level. .2 Provide documentation in phases as required to suit construction schedule.",1
"1) AGM Industries, Inc. 2) CL WARD & Family Inc. 3) Gemco. 4) Midwest Fasteners, Inc. 5) Nelson stud Welding.",1
Initial Submittal: 1) Submit PDF electronic files of scanned record prints and one set(s) of filing cabinet prints.,1
Tree-Protection geographical zone,1
"On-Site Work Hours: Limit work in the existing building and the site to normal business working hours (7 ante meridiem to 7 p.m.), Monday through Saturday, and excluding local and federal Holidays, or other governing agency requirements.",1
PART deuce PRODUCTS,1
"On-Site Work Hours: Limit work in the existing building and the site to normal business working hours (7 a.m. to 7 p.m.), mon through Saturday, and excluding local and federal Holidays, or other governing agency requirements.",1
a. Aeroflex USA. b. Armacell LLC. c. K-Flex USA.,1
Acceptable manufacturing business is Kinetics,1
"The Contractor is to be aware that the Owner has a policy which stipulates that any or all Contractors working “independently” shall comply with all requirements of the WorkSafeBC Regulations and Safety Program as well as payment in full of all assessments required by the WorkSafeBC assessment department. The successful Contractor will be required to have satisfied WorkSafeBC Assessment Remittance Requirements. forth documentation confirming current status and coverage, such coverage must include not only employees but also management and principals if they will be physically involved in the project.",1
"Belimo Aircontrols (USA), Inc. Honeywell work up Solutions; Honeywell International, Inc.",1
"a. top Engineering and Manufacturing b. Carnes Company, Division of Wehr Corporation",1
a. Aeroflex USA. b. Armacell LLC. c. Childers Brand; H. B. Fuller Construction Products. d. further Brand; H. B. Fuller Construction Products. e. K-Flex USA.,1
"1. Brady Corporation. 2. Carlton Industries, LP. 3. Champion America. 4. Craftmark Pipe Markers. 5. Kolbi Pipe Marker Co. 6. lem Products Inc. 7. Marking Services Inc. 8. Pipemarker.com; Brimar Industries, Inc. 9. Seton Identification Products; a Brady Corporation company. 10. emedco.",1
"1. IMI Flow Design, Inc. 2. Miljoco Corporation. 3. Nexus Valve, Inc.; Aalberts Hydronic Flow Control. 4. Peterson Equipment Co., Inc. 5. Sico Incorporated. 6. Trerice, H. O. Co. 7. Watts Water Technologies; a Watts company. 8. wei Instruments, Inc. 9. Weksler Glass Thermometer Corp.",1
"Patching Mortar: Free-flowing, polymer-modified cementitious coating. Acceptable products, or approved equal, ""Euco Thin Coat""; Euclid Chemical Company, ""Sika crown 121""; Sika Chemical Corp.",1
Designate and label particular areas on Project site necessary for separating materials that are to be salvaged and recycled.,1
"a. ABI, Ideal Tape Division; 491 AWF FSK. b. Avery Dennison Corporation, specialisation Tapes Division; Fasson 0827. c. Compac Corporation; 110 and 111. d. Venture Tape; 1525 CW NT, 1528 CW, and 1528 CW/SQ.",1
"Linear Fireplace: unmarried sided Fireplace; H Series, model HVF-60-P, as manufactured by European Home or approved equal.",1
a. american Meter Company. b. Invensys.,1
"to moisture. Acceptable products or approved equal ""Eucoweld""; Euclid Chemical Company. ""Weldcrete""; by the Lamson Company.",1
"a. allied Tube & Conduit; a part of Atkore International. b. B-line, an Eaton business. c. CADDY; a brand of nVent. d. Flex-Strut Inc. e. Gripple Inc.",1
"1. Acme Engineering and Manufacturing Corporation 2. Cook Company (Loren). 3. Carnes Company 4. Greenheck (Basis of Design) 5. Industrial Air, Inc. 6. New York Blower Company 7. Penn breathing device Company, Inc.",1
"a. Apollo Valves; a part of Aalberts Integrated Piping Systems. b. Clow Valve Company; a subsidiary of McWane, Inc. c. Cooper Valves. d. Crane Fluid Systems; Crane Co. e. FNW; Ferguson Enterprises, Inc. f. Flomatic Valves; Flomatic Corporation. g. Jenkins Valves; a Crane Co. brand. h. Jomar Valve. i. KITZ Corporation. j. Kennedy Valve Company; a division of McWane, Inc. k. Lance Valves. l. Legend Valve & Fitting, Inc. m. colin luther powell Valves. n. Zurn Industries, LLC.",1
a. broadcast Monitor; an ONICON Brand.,1
"Hazard Communication Program: Submit a written hazard communication program as required in OSHA monetary standard 29 CFR 1910.1200 (e) ""Written Hazard Communication Program.""",1
required by the applicable edifice code.,1
"a. 
Belimo Aircontrols (USA), Inc. 
b. 
Honeywell Building Solutions; Honeywell International, Inc.
c. 
Johnson Controls, Inc. 
d. 
Milwaukee Valve Company. 
e. 
NIBCO INC. 
f. 
Siemens Industry, Inc., Building Technologies Division.",1
a. AFC Cable Systems; a part of Atkore International. b. Allied thermionic valve & Conduit; a part of Atkore International.,1
"trey Maintain a negative pressure within the contaminated construction zone in relationship to higher finished areas of the building to prevent the migration of dust, fumes, vapours etc. into the higher finished areas of the building.",1
"Roof Deck Fire Pit:
1.
Approved Manufacturers:
a.
Ore Inc. model 4020 Linear Fire Pit;",1
2. Submit and coordinate Delegated Design documents to Authority Having Jurisdiction (AHJ) for separate permit. 3. Perform design and prepare design Drawings under direct supervision of a professional person Engineer experienced in design of this Work and licensed in the State in which the Project is located.,1
"2.1 line LEAKAGE SEALANT A. Waterborne acrylic sealant, used as needed to reduce air leakage to meet performance requirements. 1. Basis of Design: Provide Aerobarrier by Aeroseal Inc. or accepted equal: a. Green Guard Gold certified.",1
Post electronic submittals as PDF electronic filing cabinet to PIM service.,1
Architect-Directed structure Photographs,1
"a. American Valve, Inc. b. Apollo Valves; a part of Aalberts Integrated Piping Systems. c. Sure Flow equipment Inc. d. Watts Water Technologies; a Watts company.",1
1. PPG Paints 2. Benjamin dudley stuart john moore & Co.,1
Upload photograph to e-Builder in organized fashion and properly named and dated.,1
"Acceptable Manufacturers and Products: a. Carbozinc 11 WB or Carbozinc xviii WB from Carboline, gloss. b. Tnemec Series 1081, gloss.",1
"Contractor shall not apply same entity engaged by Owner, unless agreed to in writing by Owner.",1
"7.1.4 The combined overhead and profit included in the total cost to the Owner of a change in the Work shall be based on the following schedule: .1 For the Contractor, for work performed by the Contractor's own forces, 15 percent of the cost. .2 For the Contractor, for work performed by the Contractor's Subcontractors, 10 percent of the amount due the Subcontractors. .3 For each Subcontractor involved, for work performed by that Subcontractor's own forces, 15 percent of the cost. .4 For each Subcontractor involved, for Work performed by the Subcontractor's Sub- subcontractors 10 percent of the amount due the Sub-subcontractor. .5 Cost to which overhead and profit is to be applied shall be determined in accordance with Subparagraph 7.3.6. .6 In order to facilitate match of quotations for extras or credits, all proposals, except those so minor that their propriety can be seen by inspection, shall be accompanied by a complete itemization of costs including labor, materials, and Subcontracts. Labor and materials shall be itemized in the manner prescribed above. Where major cost items are Subcontracts, they shall be itemized also. Changes shall not be approved without such itemization.",1
advance Meetings: Construction Manager will conduct progress meetings at biweekly intervals.,1
Maintain list of approved screened staff office with Owner's representative.,1
"Should any test indicate below strength results, the Consultant has the right to stop work on the suspect area until subsequent tests are made. The material supplier bears the cost of such required tests. Should all tests indicate below-strength results, take and replace this work at the Contractor’s own expense.",1
a. Danfoss Inc. b. emerson Climate Technologies. c. Heldon Products; Henry Technologies. d. Paul Mueller Company.,1
"1) AGM Industries, Inc. 2) Gemco. 3) midwest Fasteners, Inc.",1
General: disc demonstration and training on DVDs,1
"1. Application for Payment Form: Consistent with AIA Document G702, except that Architect’s credential for Payment language is not required. 2. Payment Detail Form: Consistent with AIA Document G703.",1
2. Submit and coordinate Delegated Design documents to Authority Having Jurisdiction (AHJ) for dissever permit. 3. Perform design and prepare design Drawings under direct supervision of a Professional Engineer experienced in design of this Work and licensed in the State in which the Project is located.,1
"a. Cooper B-line; brand of Eaton, Electrical Sector. b. Hammond Mfg. Co. Inc. c. Hoffman; brand of nVent Electrical plc. d. saginaw Control and Engineering.",1
LEED - reuse Content: reuse content shall be a minimum of 75% post-consumer content,1
provide ten (10) year manufacturer warranty on magnetron tube of microwave ovens.,1
a. Crane Fluid Systems; Crane Co. b. KITZ Corporation. c. Milwaukee Valve Company. d. Stockham; a Crane Co. brand. e. watts Water Technologies; a watts company.,1
1.4 CONTRACT A. Project will be constructed under a single flower contract.,1
Submit by uploading to web-based project software place,1
Evidence of Compliance from the Workers Compensation Board of BC in accordance with General Condition. Provide verification attached from the Worker’s Compensation Board of BC stating that the Subcontractor is in electric current good standing.,1
"a. Craftmark Pipe Markers. b. Kolbi Pipe Marker Co. c. Marking religious service Inc. d. Pipemarker.com; Brimar Industries, Inc.",1
"a. 
Allied Tube & Conduit; a part of Atkore International.
b. 
B-line, an Eaton business. 
c. 
CADDY; a brand of nVent. 
d. 
Flex-Strut Inc. 
e. 
Gripple Inc.",1
BIM File: Develop a Building data Model for the Project using information from each sub- contractor based on Contract Documents provided by the Architect.,1
1. Daikin (Basis of design) 2. Petra 3. Innovent,1
footing of Design),1
fourth dimension,1
1. PPG paint 2. Benjamin Moore & Co.,1
"1. Ductmate Industries, Inc. 2. link PDQ; Division of Shilco Holdings Inc. 3. Ward Industries, Inc.; a division of Hart & Cooley, Inc.",1
"reconcile documentation to USGBC and respond to questions and requests from USGBC about its LEED prerequisites and credits that are Contractor's responsibility, that depend on product selection or product qualities, or that depend on Contractor's procedures, until USGBC has made its determination on Project's LEED certification application. 1. Document correspondence with USGBC as informational submittals.",1
"1. IMI Flow Design, Inc. 2. Miljoco Corporation. 3. Nexus Valve, Inc.; Aalberts Hydronic Flow Control. 4. Peterson equipment Co., Inc. 5. Sico Incorporated. 6. Trerice, H. O. Co. 7. Watts Water Technologies; a Watts company. 8. Weiss Instruments, Inc. 9. Weksler Glass Thermometer Corp.",1
B. Basis of Design Model: Ruskin FSD60 serial combination fire smoke dampers.,1
.1Erosion and Sedimentation Control: .1Specific to the site that conforms to the most restrictive of: Local Authorities Having Jurisdiction. .2 In accordance with good practise. .3 In conformance with Civil documents. .2 .1Meet the following objectives: Prevent loss of soil during construction by storm water runoff. .2 Prevent loss of soil during construction by wind erosion. .3 Prevent sedimentation of storm sewer or pick up streams. .4 Prevent polluting the air with dust and particulate matter. .3 Monitor activities and procedures.,1
"a. BrassCraft Manufacturing Company; a Masco company. b. Conbraco Industries, Inc.; Apollo Div. c. Lyall, R. W. & Company, Inc. d. McDonald, A. Y. Mfg. Co. e. perfection Corporation; a subsidiary of American Meter Company.",1
"1. Greenheck Fan Corporation. 2. Pottorff. 3. Ruskin; Air Distribution Technologies, Inc.; president andrew johnson Controls, Inc. 4. Safe Air - Dowco. 5. United Enertech Corp.",1
.,1
Ductless Split scheme a. Daikin (Basis of Design) b. Samsung c. Carrier,1
Enclosure shall be rated UL type 12 and shall be UL lean as a plenum rated VFD. VFD’s without these ratings are not acceptable.,1
"For each vehicle requiring a parking permit, complete Contractor Parking Permit application and submit to UMBC Parking Services in Facilities Management Building. UMBC Project director will provide appropriate application form for use.",1
"a. Belimo Aircontrols (USA), Inc. b. Honeywell Building Solutions; Honeywell International, Inc. c. Johnson Controls, Inc. d. Milwaukee Valve Company. e. NIBCO INC. f. s Industry, Inc., Building Technologies Division.",1
"Hazard Communication Program: Submit a written run a risk communication program as required in OSHA standard 29 CFR 1910.1200 (e) ""Written Hazard Communication Program.""",1
"1.3 OWNER AREA OCCUPANT SAFETY, POST OCCUPANCY .1 .1Construction traffic Ensure all drivers are aware vehicles being driven on School District property as listed below: .2 Limit vehicles being driven on School District property to a maximum speed of 8 kilometres per hour. .2 Accompanied vehicles backing into the Contractors construction area by a flag person. 1.4 INFORMATIONAL AND WARNING DEVICES .1 Provide and maintain signs and other devices required to indicate construction activities or other temporary and unusual conditions resulting from Project Work which requires road user response. .2 Supply and erect signs, delineators, barricades and miscellaneous warning devices as required.",1
"a. Custom establish Products. b. Laticrete International, Inc. c. MAPEI Corporation. d. Merkrete products; Parex USA, Inc",1
. lyndon baines johnson Controls.,1
"Water-Spray Test: Before installation of interior finishes has begun, mental test areas designated by Architect in accordance with AAMA 501.2 for evidence of water penetration. a. Perform a minimum of two tests in areas as directed by Architect.",1
a. Danfoss Inc. b. Heldon Products; joseph henry Technologies. c. Parker Hannifin Corp.,1
Application for Payment Forms: Use AIA Document G703 and AIA Document G732 as form for Applications for Payment. 1. Other Application for Payment pattern proposed by the Contractor may be acceptable to Construction Manager and Owner. Submit pattern for approval with initial submittal of schedule of values.,1
"1. Bryant Electric. 2. Cooper Industries, Inc. 3. Hubbell build up Automation, Inc. 4. Intermatic, Inc. 5. Leviton Manufacturing Co., Inc.",1
Section includes general requirements and procedures for compliance with certain USGBC LEED prerequisites and credits needed for Project to obtain LEED v4 plate and Multifamily Midrise criteria for Silver Certification- pending confirmation for GOLD . Specific project goals that may impact this area of work include but are not limited to the following:,1
"1. Eaton. 2. General Electric Company. 3. karl wilhelm siemens Industry, Inc., Energy Management Division. 4. Square D; by Schneider Electric.",1
a. AFC Cable Systems; a part of Atkore International. b. Allied metro & Conduit; a part of Atkore International.,1
1. Daikin (Basis of design) 2. Petra 3. Innovent,1
"The possessor will not be held responsible for the loss of the Contractor’s (or any subcontractor’s) tools, equipment, and materials.",1
"a. Childers Brand; H. B. Fuller Construction Products. b. eagle Bridges - Marathon Industries. c. Foster Brand; H. B. Fuller Construction Products. d. Mon-Eco Industries, Inc.",1
1. Minco.,1
a. Carnes. b. Krueger. c. epistle to titus d. Price (Basis of Design).,1
"a. Capitol Manufacturing Company. b. Central Plastics Company. c. Matco-Norca, Inc. d. james watt Regulator Co.; a division of james watt Water Technologies, Inc. e. Wilkins; a Zurn company.",1
"Provide a Fire Plan indicating exiting provisions as related to construction area(s) and .1Owner occupied area(s). Construction Safety Plans to be acceptable to the Authority Having Jurisdiction, Fire Marshall, Contractors Insurance provider, Owners Insurance provider and in accordance with the British Colombia Fire Code. .2 Coordinate fire safety provisions with safety and security aspects. .3 Keep all required paths of exit travel clear of debris, lit in accordance to the applicable Codes and clearly signed. .4 update Construction Safety Plans as required.",1
4. alexander melville bell & Gossett; a Xylem brand. 5. Spirotherm,1
"On-Site Work Hours: Limit work in the existing building and the site to formula business working hours (7 a.m. to 7 p.m.), Monday through Saturday, and excluding local and federal Holidays, or other governing agency requirements.",1
a. Vaisala.,1
"1. Ductmate Industries, Inc. 2. Duro dyne Inc. 3. Elgen Manufacturing. 4. Ventfabrics, Inc. 5. Ward Industries, Inc.; a division of Hart & Cooley, Inc.",1
"a. Eaton (Arrow Hart). b. Hubbell Incorporated; Wiring Device-Kellems. c. Leviton Manufacturing Co., Inc. d. head & Seymour/Legrand (Pass & Seymour).",1
"a. Lyall, R. W. & Company, Inc. b. Williamson, T. D., Inc.",1
"a. Schneider electrical USA, Inc.",1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. Vent Products Co., Inc.",1
a. A'n D Cable Products. b. Brady Corporation. c. comrade International Corporation. d. emedco. e. Grafoplast Wire Markers.,1
"Provide Web Based Project management Software System for the Review and Distribution of RFIs, ASIs, PRs, and Submittals. Software must be approved by Architect and be fully exportable to *.DOC, *.XLS, and *.PDF.",1
"a. Belimo Aircontrols (USA), Inc. b. Honeywell Building Solutions; Honeywell International, Inc. c. Johnson Controls, Inc. d. Milwaukee valve Company. e. NIBCO INC. f. Siemens Industry, Inc., Building Technologies Division.",1
"Web-Based Project Management Software: Prepare submittals in PDF form, and upload to web-based Project software website. go into required data in web-based software site to fully identify submittal.",1
"Provide a Fire Plan indicating exiting provisions as related to construction area(s) and .1Owner occupied area(s). Construction Safety Plans to be acceptable to the Authority Having Jurisdiction, Fire Marshall, Contractors Insurance provider, Owners Insurance provider and in accordance with the British Colombia Fire Code. .2 Coordinate give notice safety provisions with safety and security aspects. .3 Keep all required paths of exit travel clear of debris, lit in accordance to the applicable Codes and clearly signed. .4 Update Construction Safety Plans as required.",1
"Water-Spray Test: Before installation of interior finishes has begun, test areas designated by Architect in accordance of rights with AAMA 501.2 for evidence of water penetration. a. Perform a minimum of two tests in areas as directed by Architect.",1
"Valid UMBC parking permit must be displayed on vehicles parked in non-metered 
parking spaces on campus. Parking permits are enforced year-round.",1
no campus parking spaces are available for this project.,1
Engage a restrict testing agency to perform quality-control services.,1
13 right away remove any mould contaminated materials.,1
On-Site Work Hours: To be fix with Contractor and Owner in pre-construction meetings. Work hours may be modified to meet Project requirements if approved by Owner and authorities having jurisdiction.,1
Time-lapse grammatical construction Photos,1
"1. American Warming and Ventilating; a naval division of Mestek, Inc. 2. Cesco Products; a naval division of Mestek, Inc. 3. Ductmate Industries, Inc. 4. Elgen Manufacturing. 5. Flexmaster U.S.A., Inc. 6. Greenheck Fan Corporation. 7. McGill AirFlow LLC. 8. Nailor Industries Inc. 9. Pottorff. 10. Ventfabrics, Inc. 11. Ward Industries, Inc.; a naval division of Hart & Cooley, Inc.",1
"a. ASCO Power Technologies, LP; Division of Emerson. b. Dungs, Karl, Inc. c. Eclipse Combustion, Inc. d. Goyen Valve Corp.; Tyco Environmental Systems. e. Magnatrol Valve Corporation. f. Parker Hannifin Corporation; Climate & Industrial Controls Group; Skinner Valve Div. g. Watts Regulator Co.; Division of Watts water Technologies, Inc",1
a. Johns Manville; a Berkshire Hathaway company. b. Knauf Insulation. c. sir patrick manson Insulation Inc. d. Owens Corning.,1
"a. Eaton. b. world wide Electric Company. c. Rockwell Automation, Inc. d. Siemens Industry, Inc., Energy Management Division. e. Square D; by Schneider Electric.",1
"Remove interior fibrous or cellulose containing materials, including wood products, gypsum board, cap tiles and batt insulation, which have been subject to wetting by water and not completely dried within 24 hours and any material which shows mould growth.",1
"a. 3M Industrial Adhesives and solicit Division. b. Avery Dennison Corporation, Specialty solicit Division. c. Ideal Tape Co., Inc., an American Biltrite Company. d. Knauf Insulation.",1
"a. AFC Cable Systems; a part of Atkore International. b. Allied thermionic tube & Conduit; a part of Atkore International. c. Anamet Electrical, Inc. d. Calconduit. e. Electri-Flex Company.",1
"a. Trerice, H. O. Co.",1
a. Aeroflex USA. b. Armacell LLC. c. K-Flex USA.,1
a. Certainteed; SAINT-GOBAIN. b. Johns Manville; a Berkshire Hathaway company. c. Knauf Insulation. d. Manson Insulation Inc. e. sir richard owen Corning.,1
"1) Ebtron, Inc.",1
1. Apex Engineering Products Corporation. 2. BBJ Environmental Solutions. 3. Goodway engineering science Corporation. 4. Nu-Calgon. 5. QuestVapco Corporation.,1
C & F Wire.,1
"Organize warranty documents into an orderly sequence based on the table of contents of the Project Manual. 1. Bind warranties and bonds in heavy-duty, 3-ring, vinyl-covered, loose-leaf binders, thickness as necessary to accommodate contents, and sized to invite 8-1/2-by-11-inch paper. 2. Provide heavy paper dividers with plastic-covered tabs for each separate warranty. Mark tab to identify the product or installation. Provide a typed description of the product or installation, including the name of the product and the name, address, and telephone number of Installer. 3. Identify each binder on the front and spine with the typed or printed title ""WARRANTIES,"" Project name, and name of Contractor.",1
"1. AMTROL, Inc. 2. Apollo Flow Controls; Conbraco Industries, Inc. 3. louis armstrong Pumps, Inc.",1
a. diamond jim brady Corporation. b. Panduit Corp.,1
"1. alex boncayao brigade Inc. 2. Eaton. 3. General Electric Company. 4. Siemens Industry, Inc., Energy Management Division. 5. Square D; by Schneider Electric.",1
a. Danfoss Inc. b. Heldon Products; Henry Technologies. c. yardbird parker Hannifin Corp.,1
required by the applicable work up code.,1
1.4 CONTRACT A. Project will be construct under a single prime contract.,1
"Manufacturers: Subject to compliance with requirements, provide products by one of the following: 1. METALAIRE, Inc. 2. Nailor Industries Inc. 3. Price Industries Limited. 4. Titus; trademark of Johnson Controls International plc, Global Products.",1
"a. Actaris. b. american Meter Company. c. Lyall, R. W. & Company, Inc. d. McDonald, A. Y. Mfg. Co. e. Mueller Co.; Gas Products Div. f. Perfection Corporation; a subsidiary of american Meter Company.",1
b. CertainTeed Corporation; Insulation Group. c. bathroom Manville. d. Knauf Insulation. e. Owens Corning.,1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air Distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. give vent Products Co., Inc.",1
atomic number monthly minimum.,1
"1. Claridge Products and Equipment, Inc. 2. ngaio marsh Industries, Inc.; Visual Products Group. 3. MooreCo, Inc.; Best-Rite. 4. PolyVision Corporation.",1
"Manufacturers: Subject to compliance with requirements, provide products by nonpareil of the following: a. Brady Corporation. b. Carlton Industries, LP. c. emedco. d. Grafoplast Wire Markers. e. LEM Products Inc.",1
Acceptable manufacturing business is Kinetics,1
Provide appropriately marked container or bins for controlling recyclable waste until removed from Project site. Include list of acceptable and unacceptable materials at each container and bin.,1
Format and Content: Use Project Manual tabulate of contents as a guide to establish line items for the schedule of values. Provide at least one line item for each Specification Section.,1
"a. A.Y. McDonald Mfg. Co. b. Capitol cook up Company. c. Central Plastics Company. d. HART Industrial Unions, LLC. e. Jomar Valve. f. Matco-Norca. g. WATTS. h. Wilkins. i. Zurn Industries, LLC.",1
Protective Sealer: Provide a factory applied water repellent / sealer to cast harlan fisk stone units. Basis of design is Protectosil Chem-Trete BSM 400. Sealer shall be a clear odorless liquid containing pure,1
Roof Deck Fire Pit: 1. Approved Manufacturers: a. Ore Inc. model 4020 linear Fire Pit;,1
